,client_id,prof_id,job,months,description
3192,732,8,"Инженер механик "" Материально Технической Базы""",28,"ремонт, эксплуатация техники ""Компании"" свыше 200 ед. тягачи, самосвалы, спецтехника на базе - Volvo, Iveco, Scania, Камаз, Краз, Маз, Паз, Уаз, Ваз, Toyota, Nissan, Isuzu, Mitsubishi, Ford. Тяжелая техника: Caterpillar, Volvo, Hitachi, Hyndai, Komatsu, Liebherr, Bomag, Hamm, XCMG, Ingersoll, Ammann, Extec, Fintec, Sandvik, Wirgen."
3193,732,7,Инженер механик,8,"Руководитель авто механизированной колонной: Жилищно Коммунального Хозяйства, ремонтно-сервисной и складской службой предприятия. Основное направление; содержание обслуживание техники Муниципального образования района, - учет транспортных средств, - составление годовых, квартальных, отчетов, планов, графиков работы, - табельный расчет заработной платы работников, - корректировка утверждение норм расхода ГСМ, - северный завоз в трудно доступные районы, твердых и жидких энергетических ресурсов (топлива), - заключение договоров по поставке запасных частей, - прохождение технического осмотра транспорта в контролирующих органах. примечание: приравненный район Крайнего Севера."
3194,732,6,Специалист отдела промышленности и инфраструктуры.,5,"направление: контроль, согласование, утверждение, выполнения работ ЖКХ, ДРСУ, Управления образования, Здравоохранения, ГИБДД МВД и ряд других предприятий и организаций района, составление всех отчетов жизнедеятельности района в органы вышестоящих инстанций; Министерств Республики а также правительства РФ - входящих запросов, приказов, решений, постановлений, требований. Непосредственно разработка внедрения новых технологий по модернизации ЖКХ, - приказ Главы Местной Администрации в связи с производственной необходимостью перевод в МУП ЖКХ ""ЭНЕРГОСЕРВИС"" на должность инженера механика. примечание: приравненный район Крайнего Севера."
3195,732,5,Заместитель начальника охраны,86,"Одно из важных направлений: контроль, экспедиция, разработка, составление, графиков, маршрутов, схем, автомобильных передвижений. - Исполнение обязанностей специалиста Противопожарной Безопасности. - Безопасность Дорожного движения на предприятии. 2005 году внедрение в эксплуатацию новой системы, спутниковый мониторинг транспорта. - цель: устранение простоев, - быстрое реагирование в оказании помощи по ремонту автотранспорта на путях их следований. - место установления автомобилей по требованию а так же контроль соблюдения водителями времени установленных общими правилами Безопасности Дорожного Движения."
3196,732,4,Водитель-механик,32,Водитель руководителя управления
3197,732,3,Водитель-механик,17,"Ремонт, эксплуатация грузовых и легковых автомобилей.Зил-157,Зил-130,131, Урал-4320, Камаз-4310, Газ, СТЗМ, Уаз-469, 31512,14, Волга, Газель, Isuzu, Toyota, Nissan, Mitsubishi"
3198,732,2,Водитель-механик,19,"Ремонт, эксплуатация грузовых автомобилей. Зил-157, Зил-130,131, Урал-4320"
3199,732,1,"Механизатор, машинист",31,"Ремонт, эксплуатация Спецтехники, трактора колесные и на гусеничном ходу, самоходные машины сельскохозяйственного назначения МТЗ-80, 100, ДТ-75, Т-130, Т-150, К-700, Енисей-1200"
3200,733,5,Главный агроном,10000,"Управление технологическим процессом выращивания томата и огурца на минеральной вате. Площадь 7,5га из них0,6га рассадное отделение.Руковожу коллективом 120человек.Отвечаю за выполнение показателей производственного плана, качество продукции. Глубоко знаю вопросы агрохимии и питания растений,защиту растений химическую и биологическую.Много лет работал с Голландскими системами управления микроклиматом PRIVA и ХОРТИМАКС.Неоднократно посещал теплицы Голландии, Финляндии , Польши, Чехии."
3201,733,4,Главный агроном,49,"Организация производства, управление персоналом, минимизация производственных затрат, выращивание продукции высокого качества в запланированных количествах. На площади 3га выращиваем огурец, помидор, салат. За последний сезон собрали 107кг скв.м огурца, 58кг с кв.м помидора, с площади 0,4га -1000000шт. салата за 10месяцев. Управление технологическими процессами в теплице происходит с помощью системы управления Хортимакс-Голландия. Полностью за результаты производства несет ответственность главный агроном."
3202,733,3,Главный агроном,45,"Организация и руководство трудовым коллективом в количестве 60человек. Управление технологическим процессом, минимизация производственных затрат для получения высоких результатов рентабельности. На площади 4га на кокосовом субстрате выращивали Биф томат и достигли результата 53кг с кв.м. Управление технологическим процессом и микроклиматом в теплице осуществлялось с помощью голландской системы PRIVA. Защита растений происходила с помощью биологических препаратов, без использования пестицидов."
3203,733,2,главный агроном,219,"Управление персоналом 140 Выращивание томата на площади 4гектара методом малообьемной культуры на кокосовом субстрате. Управление микроклиматом в теплице, поливами с помощью системы PRIVA Гоппандия. При вырашивании томата без досвечивания был достигнут результат по урожайности 53кг с квадратного метра.На площади 3гектара выращивали огурец-урожайность 34кг с кв.м за первый культурооборот-4месяца и 14кг с кв.м осенний культурооборот-2,5месяца."
3204,733,1,"бригадир отделения, агроном по питанию, с1987г главный агроном",122,"Организация работ по выращиванию овощей на почве.С наименьшими затратами на производство добивались рентабельност.и 150% на огурцах и 120% на томатах. Достигали по урожайности 32кг с кв.м огурца за 4месяца и 26кг с кв.м томата также за 4 месяца. Остальное время это осенний короткий культурооборот. Руководил подразделением в количестве 120человек. Тепличное хозяйство площадью 7,5га."
3205,734,4,главный агроном,10000,"организация,контроль и выполнение работ по выращиванию с\х культур"
3206,734,3,Региональный менеджер,33,выращивание гибридных семян кукурузы и подсолнечника
3207,734,2,главный агроном,32,"Организация,контроль,проведение технологических работ по выращиванию,хранению с\х культур(зерновые,технические) составление технологических карт, проведение тендеров по закупке СЗР,мин.удобрений и семян."
3208,734,1,"начальник ПО,главный агроном",241,"составление технологический карт,выполнение технологии выращивания сельхозкультур,в том числе овощей и картофеля.Начинал работу бригадиром-овощеводом,агроном отделения,управляющим и закончил гл.агрономом.Выращивание овощей проходило на орошаемых землях."
3209,735,6,Бригадир отдела кормопроизводство,10000,"Обязанности: - организация проведения бесперебойной предпосевной, посевной, уборочной кампаний; - управление, обучение и надзор за командой; - закупка семян, удобрений, СЗР, оценка качества; - контроль расхода топлива, посевного материала, удобрений и СЗР; - расчет норм внесения семян, удобрений, СЗР; - составление технологических карт, севооборотов; - автоматизация процессов заготовки и уборки кормов; - организация закладки сырья в силосные траншеи, заготовка сенажа в рулонах. Достижения: - высокие качественные показатели заготавливаемых кормов для крупного рогатого скота (в 2018 году по результатам конкурсов лаборатории eurofins ""Ржаной силос"" корма заготовленные нашей командой заняли призовое II место, а ""Кукурузный силос"" - вошли в топ 10; в 2020 году по результатам конкурса ""Сенаж злаковых трав"" корма заготовленные нашей командой, так же, вошли в топ 10); - увеличение урожайности; - внедрение новых технологий производства; - формирование эффективной команды."
3210,735,5,Агроном,31,"Обязанности: - составление технологических карт, севооборотов; - расчет норм внесения семян, удобрений, СЗР; - организация процесса выращивания и сбора зерновых и бобовых культур (озимая пшеница, ячмень, кукуруза, рапс, горох); - организация процесса выращивания и сбора кормовых культур; - автоматизация процессов заготовки и уборки кормов, закладка сырья в силосные траншеи; - внедрение и автоматизация процедур точечного земледелия; - контроль расхода топлива, посевного материала, удобрений с помощью системы ГЛОНАСС; Достижения: - рост урожайности; - эффективная организация проведения бесперебойной предпосевной, посевной, уборочной кампаний."
3211,735,4,Начальник строительного участка,10,Обязанности: - работа с клиентами; - планирование рабочего графика монтажных бригад; - контроль сроков и качества работ; - контроль расхода материалов; - отслеживание дебиторской задолженности; - работа над оптимизацией процессов; - внедрение новых технологий и материалов; - разработка сайта аутсорсинг для монтажных бригад; - расчет норм расхода материалов и времени выполнения работ; - расчет заработной платы монтажникам (в подчинении 25 монтажных бригад). Достижения: - увеличение объемов выполненных работ; - снижение расходов; - снижение претензионных обращений до 4% от общего количества выполненных заказов за месяц; - организация стабильно работающего коллектива.
3212,735,3,Технолог,32,"Обязанности: - разработка методического материала монтажных работ, обучение стажеров; - расчет норм расхода материалов и времени выполнения работ; - подбор оптимально подходящих материалов; - консультирование клиентов, дизайнеров и замерщиков на стадии заключения договоров; - ведение сложных объектов; - контроль рекламационных работ; - внедрение новых технологий; - выезд на сложные монтажи, урегулирование технически спорных вопросов. Достижения: - качественно выполненные работы посредством грамотно произведенных замеров, использования верно подобранных материалов, квалифицированных монтажных бригад."
3213,735,2,"Монтажник слаботочных систем, электрик",26,"Обязанности: - работы по монтажу и наладке слаботочных систем (противопожарные системы, связь, видеонаблюдение, системы контроля управления доступом). - монтаж линий электропередач, монтаж освещения и точек подключения. Достижения: - качественно выполненные работы."
3214,735,1,Монтажник натяжных потолков,8,"Обязанности: - монтаж натяжных потолков; - контроль комплектации заказов; - обучение стажеров. Достижения: - отлично выполненная работа, монтаж потолков любой сложности: многоуровневые потолки, ""звездное небо"", потолки с изгибом."
3215,736,5,Начальник производства,6,"Управлением штатом более 20 человек, подбор персонала, контроль за соблюдением всех режимов работы, контроль за соблюдением расхода материалов, табелирование, составление графиков работы, планирование бюджета, планирование производственного календаря, проведение инвентаризации,"
3216,736,4,Технолог пищевого производства,17,"Управление штатом более 20 человек, составление графиков работы, табелирование сотрудников, Технологический контроль всех операций в процессе убоя и переработки КРС, инструкции и режимов производства, Подготовка нормативно-технической и технологической документации, подбор кадров, разработка новых видов продукции, отработка и запуск в производство «Собачьего Лакомства» сушеные субпродукты, составление рецептур, решение текущих вопросов."
3217,736,3,Мастер,90,"Управление штатом более 50 человек, составление графиков работы, начисление заработной платы, контроль за выполнением технологических процессов, инструкции и режим производства, подбор кадров,решение текущих вопросов."
3218,736,2,Начальник смены,9,"Управление штатом более 50 человек, составление графиков работы, начисление заработной платы, контроль за выполнением технологических процессов, инструкции и режим производства, подбор кадров,решение текущих вопросов."
3219,736,1,Мастер экспериментального цеха,35,"Введение технологических процессов,работа с рецептурами, растёт нормы расхода сырья, разработка, внедрение и отработка новой продукции на поток, контроль за ними"
3220,737,8,Агроном,10000,"планирование, организация, контроль выполнения полевых работ. ведение агрономической документации. организация хранения продукции и посевного материала."
3221,737,7,Агроном,9,"планирование, организация, контроль выполнения полевых работ. ведение агрономической документации. организация хранения продукции и посевного материала."
3222,737,6,Агроном,39,"планирование, организация, контроль выполнения полевых работ. ведение агрономической документации. организация хранения продукции и посевного материала."
3223,737,5,Мастер-приемщик,12,привлечение клиентов. ведение клиентской базы. контроль за выполненными работами.
3224,737,4,Менеджер по работе с клиентами,7,"Поиск, консультация клиентов. Оформление документов. Ведение клиентской базы."
3225,737,3,начальник диспетчерской службы,12,"распределение собственной, наем необходимой техники согласно потребности организации. ведение всей первичной документации связанная с этой структурой..."
3226,737,2,агроном,33,"планирование, организация, контроль выполнения полевых работ. ведение агрономической документации. организация хранения продукции и посевного материала."
3227,737,1,Менеджер по продажам автомобилей,29,"Поиск, консультация клиентов. Оформление документов. Ведение клиентской базы."
3228,738,6,механик мастерской,10000,Занимаюсь ремонтом автомобилей.
3229,738,5,Автомеханик,8,"выпуск ТС,предрейсовый осмтр ТС,контроль эксплуатации ТС,расход и корректировка в течение смены,подача и прием ТС с ремзоны,оформление путевых листов,инструктаж с водительским составом,принятие экстренного решения в внештатных ситуациях,расследование и оформление ДТП и т.д."
3230,738,4,инженер-механик,44,"руководство и контроль как механизаторов,слесарей,так и сельхоз/техникой,выдача нарядов,определенных задач,выпуск техники на поля,расход и выдача ГСМ,проведение как плановых,так и вне плановых ТО,закупка зап/частей,выдача их,списание,ведение внутреннего документооборота,внутренняя отчетность."
3231,738,3,"механик,начальник транспортного отдела",44,"руководство транспортным отделом,контроль выпуска транспорта,контроль над водителями,расход ГСМ,закупка зап.частей,прием-передача на ремонт и с ремонта ТС,проведение ГТО,выдача путевых листов,привлечение к работе наемный транспорт и работа с перевозчиками,ведение сопутствующего документооборота, внутренняя отчетность."
3232,738,2,механик по транспорту,28,"руководство транспортным отделом,контроль выпуска транспорта,контроль над водителями,расход ГСМ,закупка зап.частей,прием-передача на ремонт и с ремонта ТС,проведение ГТО,выдача путевых листов,привлечение к работе наемный транспорт и работа с перевозчиками,ведение сопутствующего документооборота, внутренняя отчетность."
3233,738,1,"электромонтер по обслуживанию ПС,4 разряда по ТБ",29,"оперативное и эксплуатационное обслуживание ПС 110/35/10кВ, производство оперативных переключений, контроль параметров сети,осмотр, ведение отчетной документации, допуск бригад по ремонту оборудования, передача показаний в ЦО."
3234,739,4,Специалист направления ветеринарно-санитарной экспертизы,10000,"Работа в микробиологической лаборатории 3-4 степени патогенности Проведение бактериологических посевов , подтверждение результатов пцр анализа классическим методом ( сальмонелла , листерия) , идентификация микроорганизмов , работа с масс-спектрометром. Варка питательных сред и их контроль( имеется сертификат ) Обнаружение остаточного содержания препаратов с помощью принципов иммуноферментного анализа с использованием технологии матричных биочипов. Также пройдено обучение и получен диплом по бактериологии ( 144ч) И по работе в лаборатории 3-4 степени патогенности"
3235,739,3,Врач общей практики,8,"Приём пациентов , постановка диагнозов , назначение лечения"
3236,739,2,Санитарка( палатная),13,"Уход за пациентами в реанимации , контроль качества дезинфицирующий растворов , помощь медсёстрам в их работе С марта по июнь по просьбе работодателя переведена в ковидное отделение ( реанимацию )"
3237,739,1,Ассистент ветеринарного врача ( стажёр),4,"Помощь врачу на приеме ( терапия ) , работа с животными в стационаре ."
3238,740,5,Нач.колонны,9,Работа с водителями ремонт.
3239,740,4,Механик по автотраспорту,7,П
3240,740,3,Главный инженер,43,"Управление персоналом, ремонт автомобильного транспорта,БДД, работа на компьютере, навигация, тахограф,ГСМ,ДОПОГ,"
3241,740,2,Инженер,107,"Ремонт автомобилей, тракторов и сельхозтехники"
3242,740,1,Техник-механик,103,Работа с водителями ремонт
3243,741,1,Тракторист-машинист,215,Работа на сельхоз технике и ее ремонт
3244,742,5,Ведущий инженер по сертификации,10000,"1. Разрабатывать план работ для получения разрешительных документов на каждый заказ по плану. 2. Анализировать и выбирать экспертные организации, органы по сертификации, заключать договора 3. Определять и готовить пакет документов, согласовывать и направлять его в соответствующие органы и получать разрешительные документы 4. Направлять запросы на предоставление необходимых документов в подразделения предприятия и контролировать сроки предоставления этих документов 5. Принимать поступающую документацию по выданным запросам , проверять правильность и полноту содержащихся в ней данных , необходимых для получения разрешительных документов 6. Отслеживать и изучать и применять в работе новые нормативно-технические и руководящие документы в области оформления пакетов документов и получения разрешительных документов"
3245,742,4,Руководитель производства,26,Разработка ассортимента продукции и сертификации -Составление технологический карт и инструкций -Контроль за качеством и коллективом в 10 человек -Составление заявок на продукцию -Контроль санитарного состояния цеха
3246,742,3,"Главный технолог, начальник пищевого производства",9,-Разработка ассортимента продукции и сертификации -Составление технологический карт и инструкций -Контроль за качеством и коллективом в 10 человек -Составление заявок на продукцию -Контроль санитарного состояния цеха
3247,742,2,Технолог пищевого производства,13,"-Разработка новых рецептур -Осуществление контроля за соблюдением технологической дисциплины в цехе и правильной эксплуатацией технологического оборудования. - Составление экспериментальных программ по возможному совершенствованию процесса выпуска продукции -Анализ причин возможного брака продукции, а так же разработка программ по их минимизации - контроль качества продукции -Разработка ТТК -Разработка инструкций -Изучение зарубежного опыта в области технологии производства, разработка и принятие участия в реализации мероприятий по повышению эффективности производства, направленных на сокращение расхода материалов , снижение трудоемкости"
3248,742,1,Технолог пищевого производства,13,"ООО «Агрофирма Манчажская» Должность: технолог молочной промышленности — Разработка заявок на сырье, материалы —Увеличение объемов производства —Контроль качества продукции, повышение качества продукции — Разработка новых режимов работы, технологических карт , отслеживание новых тенденций в своей отрасли. -Обработка и оптимизация рецептур -Участие в разработке новых видов продукции"
3249,743,10,Инженер-технолог,10000,"Организация производства, управление и технический контроль; Разработка технической документации, методических и нормативных документов, проведение мероприятий по внедрению разработанных проектов; Систематический анализ, поиск наиболее целесообразных решений для улучшения работы, снижения уровня брака; Участие в исследовательской работе, внедрение новых программ и оборудования, испытаниях; Участие в закупке оборудования и материалов; Контроль соблюдения технологии производственных процессов, участие в их оптимизации, разработка и внедрение прогрессивных технологических процессов (Бережливое производство)"
3250,743,9,Мастер цеха,3,- Оперативное решение производственных вопросов - Руководство производственными участками цеха
3251,743,8,Инженер-проектировщик,27,"Написание рабочей/проектной документации по строительству сооружений связи, сетей ВОЛС и МКД Навыки - Опытный пользователь ПК (OpenOffice, Word, Excel, Power Point, Access, Visio, Internet); - Умение проектировать в AutoCAD - Имеется навык проведения обследований и геодезических изысканий - Знание необходимой нормативной документации (СНиПы, ГОСТы и пр.)"
3252,743,7,ИП,10,Торговля автозапчастями и комплектующими
3253,743,6,Оператор станков с ЧПУ,6," Наладка и подналадка станков на ISO (знание и навыки работы с G-кодами);  Чтение чертежей. Знание систем допусков и посадок, квалитетов и параметров шероховатости;  Наименование, назначение устройств и условий применения основных приспособлений и режущего инструмента, универсальных средств измерения, свойств металлов и особенностей их обработки;  Многостаночное обслуживание. Наблюдение за состоянием режущего инструмента, системой смазки и охлаждения, замена инструментальных блоков, ручная доработка/ заточка инструмента при необходимости, нормоконтроль, слесарные работы;  Имеется навык работ на трубонарезноом станке, пилах (автомат/ полуавтомат), кран-балках."
3254,743,5,Оператор-наладчик станков с ЧПУ,6," Наладка и подналадка станков на ISO (знание и навыки работы с G-кодами);  Чтение чертежей. Знание систем допусков и посадок, квалитетов и параметров шероховатости;  Наименование, назначение устройств и условий применения основных приспособлений и режущего инструмента, универсальных средств измерения, свойств металлов и особенностей их обработки;  Многостаночное обслуживание. Наблюдение за состоянием режущего инструмента, системой смазки и охлаждения, замена инструментальных блоков, ручная доработка/ заточка инструмента при необходимости, нормоконтроль, слесарные работы;  Имеется навык работ на трубонарезноом станке, пилах (автомат/ полуавтомат), кран-балках."
3255,743,4,Финансовый менеджер (бухгалтер-экономист),9,Заместитель главного бухгалтера
3256,743,3,Оператор-наладчик станков с ЧПУ,6," Наладка и подналадка станков на ISO (знание и навыки работы с G-кодами);  Чтение чертежей. Знание систем допусков и посадок, квалитетов и параметров шероховатости;  Наименование, назначение устройств и условий применения основных приспособлений и режущего инструмента, универсальных средств измерения, свойств металлов и особенностей их обработки;  Многостаночное обслуживание. Наблюдение за состоянием режущего инструмента, системой смазки и охлаждения, замена инструментальных блоков, ручная доработка/ заточка инструмента при необходимости, нормоконтроль, слесарные работы;  Имеется навык работ на трубонарезноом станке, пилах (автомат/ полуавтомат), кран-балках."
3257,743,2,Ведущий экономист,8,"Опытный пользователь ПК (OpenOffice, Word, Excel, Power Point, Access, Visio, Internet); Пользователь 1С: предприятие, версии: 7.7, 8.2, 8.3; Знание счетов бухгалтерского учета и бухгалтерской отчетности; Анализ и контроль управленческой деятельности (ФХД, БДДС, БДР, ТЭП); Анализ рентабельности и эффективности работы организации и ее подразделений, труда, персонала, факторный анализ; Планирование и бюджетирование; Нормирование труда, ГСМ и выпуска продукции; Составление отчетности для органов статистики, департаментов и банков; Разработка и внедрение систем мотивации труда, расчет тарифных сеток, выведение расценок на работы; Калькулирование и анализ себестоимости продукции, ценообразование, расчет точек безубыточности."
3258,743,1,Экономист,41,"Опытный пользователь ПК (OpenOffice, Word, Excel, Power Point, Access, Internet); Пользователь 1С: предприятие, версии 7.7, 8.2; участие в разработке инвестиционных проектов, бюджетов и бизнес-планов, анализ финансово-хозяйственной деятельности; анализ ключевых показателей за отчетный период; анализ рентабельности торговых точек и эффективности работы подразделений; факторный анализ; составление отчетности для органов статистики, департаментов и ФАС; разработка нормативов; нормирование труда; выведение расценок на сдельные работы; разработка и проверка з/п производственных подразделений; разработка мотивации специалистов и производственных подразделений; расчет и анализ себестоимости продукции; сбор и обработка информации, работа с документацией."
3259,744,8,Руководитель предприятия,10000,"Комплексная оценка пищевых предприятий (в том числе маркетинг и продажи), постановка производственного и управленческого учёта, организация работы службы качества и внедрение методики ХАССП. Создание и внедрение систем автоматизированного управления производственными процессорами и персоналом."
3260,744,7,Заместитель генерального директора/начальник производства,10,"Постановка производственного и управленческого учёта, организация работы службы качества и внедрение методики ХАССП. Создание и внедрение системы автоматизированного управления производственными процессорами и персоналом."
3261,744,6,Директор мясокомбината,8,"Постановка производственного и управленческого учёта, организация работы службы качества и внедрение методики ХАССП."
3262,744,5,Генеральный директор,43,Антикризисное управление. Вывод предприятия из убытков. Автоматизация учёта в производственных процессах. Сведение информационных баз в единую программу. Организация бизнес процессов на основе ХАССП и внедрение её на предприятии. Внедрение единого регламента по управлению технологиями в производстве и блоке закупок. Применение системы комплексной оценки руководителей среднего звена по результатам их работы и степени их влияния на конечный финансовый результат. Систематическое снижение издержек по всем направлениям и постоянное повышение интенсивности в производстве и эффективности в продажах. Формирование реальной и понятной для собственника отчетности. Выработка и предложение акционерам стратегии развития предприятия. Результат - вывод предприятия в прибыль по расчёту EBITDA.
